ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
1589063,EconLit,"EconLit, from the American Economic Association, provides bibliographic coverage of a wide range of economics-related literature. An expanded version of the Journal of Economic Literature (JEL) indexes of journals, books, and dissertations, EconLit covers both economic theory and application.",https://search.proquest.com/econlit/advanced?accountid=9673,"2011-01-06 11:20:02 AM",Proquest,Articles,,,No,,"Business, Economics, International Studies, Political Science & Government",,,28,No,No,No,,No,,"LibApps, Asset Manager",OFF
5088374,"Editions and Adaptations of Shakespeare, 1591-1911","Editions and Adaptations of Shakespeare contains eleven major editions from the First Folio of 1623 to the Cambridge edition of 1863-66, twenty-eight separate contemporary printings of individual plays and poems, selected apocrypha and related works. In addition it contains more than one hundred adaptations, sequels and burlesques from the seventeenth, eighteenth and nineteenth centuries, including the whole of Bell's Acting Edition of Shakespeare's Plays (1774).",https://www.proquest.com/eas?accountid=9673,"2014-09-18 12:03:48 PM",,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature, Theatre & Dance",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5088377,"Education in Video","This video database includes demonstrations, lectures, documentaries, and primary-source footage of students and teachers in actual classrooms. The collection also contains a wealth of ready-to-use teaching tools, including course, study, and discussion guides, assessment checklists, and themed playlists.",https://search.alexanderstreet.com/ediv,"2014-09-18 12:03:53 PM","Alexander Street Press","Multimedia, Streaming Video",,,Yes,,"Education, Education K-12 curriculum",,,21,No,No,No,,No,EDP,"LibApps, Asset Manager",OFF
1589449,"Education Index Retrospective (1929-1983)","Provides more than half a century of cover-to-cover indexing for an international range of Education and Education related English-language periodicals, monographs, and yearbooks. Nearly 600 periodicals are indexed cover-to-cover. The database cites over 850,000 articles, including book reviews.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=eir&custid=s4194587","2014-06-09 11:31:31 PM",EBSCO,Articles,,,No,,Education,,,10,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589282,"Education Source","Education Source covers areas of curriculum instruction as well as administration, policy, funding, and related social issues. The database provides indexing and abstracts for a very large number of journals, as well as full text for over one thousand journals. Topics covered include all levels of education from early childhood to higher education, and all educational specialties, such as multilingual education, health education, and testing. This database also includes full text for hundreds of books and monographs, and full text for numerous education-related conference papers.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=eue&custid=s4194587","2014-06-09 05:24:23 PM",EBSCO,Articles,,,No,,"Education, Education K-12 curriculum",,,97,No,No,No,,No,EDP,"Hinson-Williams, Jessica",OFF
5088381,"Educator's Reference Desk","This site includes over 2,000 unique lesson plans, links to numerous resources on a variety of educational issues, as well as a 10 year archive of questions from the AskEric site.",https://www.eduref.org/,"2014-09-18 12:04:13 PM",,Directories,,,Yes,,Education,,,4,No,No,No,,No,,"LibApps, Asset Manager",OFF
79442954,"Eerdmans Digital Reference Library","This database contains 43 reference volumes in biblical studies, including the Theological Dictionary of the Old Testament, Theological Dictionary of the New Testament, Encyclopedia of Christianity, Eerdmans Encyclopedia of Christian Art and Archaeology, and others. Library purchased 2025 Update.",https://www.theologyandreligiononline.com/eerdmans-digital-reference-library,"2025-01-13 01:08:48 PM",Bloomsbury,,,,Yes,,,,,1,No,No,No,,Yes,TMLP,"Moran, Jennifer",OFF
71682356,"Ei Patents","Trial through 5/31/2023
Ei Patents allows researchers to explore scientific and technical information found within US (USPTO), European (EPO) and World (WIPO) patent records. It leverages engineering-specific vocabulary, US patent classification codes, European Classification system codes, and International Patent Classification system codes, using Engineering Village’s powerful search tools to produce accurate, relevant results.
Please send feedback to  Sarah Barbrow",https://www.engineeringvillage.com/search/quick.url?database=16826368,"2023-05-02 12:49:14 PM",Elsevier,,,,Yes,,"Biology, Chemistry, Computer Science, Earth & Environmental Sciences, Economics, Engineering, Environmental Studies, Nursing & Health Sciences, Science",,,0,No,No,No,,Yes,EGP,"LibApps, Asset Manager",OFF
1589105,"Eight Centuries","Scholarly database for finding published material from the 12th century through 1960.",https://history.paratext.com,"2011-01-06 11:20:03 AM",,"Articles;Primary sources",,"19th Century Masterfile",Yes,,"English Language & Literature, History, Interdisciplinary",,,19,No,No,No,,No,,"Libraries, Boston College",OFF
1589451,"Eighteenth Century Collections Online (ECCO)","Full text of significant English and foreign-language titles printed in Great Britain, along with thousands of important works from the Americas.",https://infotrac.gale.com/itweb/mlin_m_bostcoll?db=ECCO,"2014-06-09 11:32:08 PM",Gale,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,23,No,No,No,,No,,"Libraries, Boston College",OFF
1589283,"Eighteenth Century Journals","Full text of prominent 18th century ( c.1685 and 1835) newspapers and periodicals focused on England and Ireland with additional content from India, Canada and the West Indies. Many are ephemeral, lasting only for a handful of issues, others run for several years. Topics covered are wide-ranging and include colonial life, provincial and rural affairs, the French and American revolutions, reviews of literature and fashion throughout Europe, political debates, and London coffee house gossip and discussion.",https://www.18thcjournals.amdigital.co.uk,"2014-06-09 05:24:36 PM","Adam Matthew","Articles;Primary sources",,,Yes,,"English Language & Literature, History",,,14,No,No,No,,No,,"Libraries, Boston College",OFF
69786350,"Eighteenth Century Women Playwrights","Eighteenth Century Women Playwrights is a digital version of a 6-volume collection edited by Derek Hughes and published by Pickering & Chatto in 2001. It includes transcriptions of first editions of 25 plays written by the eighteenth century's most famous women dramatists, and introductions and notes.",https://pm.nlx.com/xtf/view?docId=18cent_p/18cent_p.00.xml,"2022-12-09 01:24:50 PM",,,,,Yes,,"English Language & Literature",,,3,No,No,No,,No,ENP,"Runge, Steve",OFF
5088382,"Eighteenth-Century Fiction 1700-1780","Eighteenth-Century Fiction contains 96 works in English prose by writers from the British Isles from the period 1700 to 1780.",https://search.proquest.com/c18f/advanced?accountid=9673,"2014-09-18 12:04:19 PM",Proquest,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,2,No,No,No,,No,,"LibApps, Asset Manager",OFF
75307264,"EIU Viewpoint - Country Analysis Advanced (50 countries)","Understand a country’s political, policy and economic outlook with the world’s best forward-looking analysis and data. Unparalleled coverage—global, regional and country-level
analysis for over 200 markets. 20,000 data series every month, led by our worldwide network of expert analysts and on the ground contributors. Countries include: 
Albania, Austria, Belgium, Brazil, Bulgaria, China, Croatia, Czech Republic, Denmark, Egypt, Estonia, Finland, France, Germany, Greece, Hungary, India, Iran, Ireland, Israel, Italy, Japan, Jordan, Latvia, Lebanon, Libya, Lithuania, Luxembourg, Malta, Netherlands, Nigeria, North Korea, Palestine, Poland, Portugal, Republic of Cyprus, Romania, Russia, Saudi Arabia, Slovakia, Slovenia, South Korea, Spain,Sweden, Switzerland, Syria, Turkey, Ukraine, United Arab Emirates, United Kingdom",https://proxy.openathens.net/login?qurl=http://viewpoint.eiu.com,"2024-02-05 12:18:01 PM",,,,,No,,"Area & Cultural Studies, Data Services, Economics, International Studies, Political Science & Government",,,11,No,No,No,,No,PSP,"Leveque, Sophie",OFF
1589612,"Electronic Enlightenment","Correspondence between some of the greatest thinkers and writers of the 18th century and their families, friends, bankers, booksellers, and publishers.",https://www.e-enlightenment.com,"2014-06-10 12:41:23 AM",Oxford,"E-book/Text collections;Primary sources",,,Yes,,"English Language & Literature, History, Philosophy, Romance Languages & Literatures",,,11,No,No,No,,No,INP,"Sturgeon, Stephen",OFF
10403122,eMarketer,"Market data, statistics and analysis on the Internet, e-business, online marketing, media and emerging technologies.",https://totalaccess.emarketer.com/Extranet.aspx?bostoncollege,"2015-05-05 11:42:07 AM",,"Market research/industry reports",,,Yes,,Business,,,2,No,No,No,,Yes,"canceled by Doug Olsen. Expired on 5/1/23.","Olsen, Douglas",OFF
5058369,EMBASE,"EMBASE.com is the database equivalent of EXCERPTA MEDICA. It is a comprehensive, international database covering Anesthesiology, Human Genetics, Gerontology, Drug Research, Pharmacology, Drug Side Effects and Interactions, Toxicology, Human Medicine (Clinical and Experimental), including Pediatrics and Obstetrics & Gynecology, Basic Biological Sciences, Biotechnology, Biomedicine, Health Policy and Management, Pharmacoeconomics, Public and Occupational Health, Environmental Health, Pollution Control, Substance Dependence and Abuse, Psychiatry, Forensic Science, Alternative and Complementary Medicine, Nursing.",https://www.embase.com,"2014-09-16 03:26:24 PM",Elsevier,Articles,,,Yes,,"Biology, Chemistry, Nursing & Health Sciences, Physics",,,8,No,No,No,,No,,"Kidwell, Katie",OFF
5086945,"Emerald Library","Collection of scholarly journals covering  management, education, health and social care, and library science.",https://www.emeraldinsight.com/search/advanced,"2014-09-18 11:03:09 AM",,Articles,,,Yes,,"Business, Library Science",,,4,No,No,No,,No,,"Williams, Adam",OFF
5088383,"Emily Dickinsons Correspondences","This XML-based archive brings together seventy-four poems and letters from Emily's correspondence with her sister-in-law and primary confidante, Susan Dickinson. Each text is presented with a digitized scan of the holograph manuscript. These images have zoom functionality as well as a special light-box feature that allows users to view and compare constellations of related documents. Users may search by date, genre, manuscript features, and full text.",https://rotunda.upress.virginia.edu/edc/,"2014-09-18 12:04:24 PM","University of Virginia","Primary sources",,,Yes,,"English Language & Literature",,,0,No,No,No,,No,ENP,"Runge, Steve",OFF
5079308,"Empire Online","Digitized manuscript and print documents on colonial history, politics, culture.",https://www.empire.amdigital.co.uk,"2014-09-17 04:03:23 PM","Adam Matthew","Primary sources",,,Yes,,"History, International Studies",,,18,No,No,No,,No,,"Libraries, Boston College",OFF
5078792,"Encyclopaedia Islamica","Based on the abridged and edited translation of the Persian D??irat al-Ma??rif-i Buzurg-i Isl?m?, Encyclopaedia Islamica is one of the most comprehensive sources on Islam and the Muslim world. It's unique feature lies in the attention given to Shi?i Islam.",https://referenceworks.brillonline.com/browse/encyclopaedia-islamica,"2014-09-17 03:46:39 PM",,Encyclopedias,,,Yes,,"Islamic Civilization & Societies, Theology",,,1,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
14767293,"Encyclopaedia Judaica","Major English language encyclopedia of Jewish life and knowledge from the time of Abraham to the contemporary State of Israel.",https://go.gale.com/ps/i.do?p=GVRL.encyj&sw=w&u=mlin_m_bostcoll&v=2.1&pg=BasicSearch&it=static&sid=GVRL.encyj,"2015-08-06 02:20:50 PM",Gale,Encyclopedias,,,No,,"History, Jewish Studies, Theology",,,2,No,No,No,,Yes,,"Bogdanovsky, Nina",OFF
5078795,"Encyclopaedia of Islam THREE","A successor to the Encyclopaedia of Islam, Second Edition, the third edition is an entirely new work, which maintains the comprehensiveness of its predecessor and adds the new scope that includes comprehensive coverage of Islam in the twentieth century and attention to Muslim minorities all over the world.",https://referenceworks.brillonline.com/browse/encyclopaedia-of-islam-3,"2014-09-17 03:46:49 PM",,Encyclopedias,,,Yes,,"History, Islamic Civilization & Societies, Theology",,,6,No,No,No,,Yes,,"Strauber, Chris",OFF
1589059,"Encyclopaedia of Islam, Second Edition","The second edition of the Encyclopaedia of Islam covers all aspects of the Islamic World. Its geographical and historical scope encompasses the old Arabo-Islamic empire, the Islamic countries of Iran, Central Asia, the Indian sub-continent and Indonesia, the Ottoman Empire and all modern Islamic states.",https://referenceworks.brillonline.com/browse/encyclopaedia-of-islam-2,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,"History, Islamic Civilization & Societies, Theology",,,5,No,No,No,,Yes,,"Strauber, Chris",OFF
1589060,"Encyclopaedia of the Qur'an","Encyclopaedia of the Qur'an is an encyclopedic dictionary of qur'anic terms, concepts, personalities, place names, cultural history and exegesis extended with essays on the most important themes and subjects within qur'anic studies.",https://referenceworks.brillonline.com/browse/encyclopaedia-of-the-quran,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,"History, Islamic Civilization & Societies, Theology",,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
10111724,"Encyclopedia of Agriculture and Food Systems","Expansive coverage of global agriculture and food systems",https://www.sciencedirect.com/science/referenceworks/9780080931395,"2015-04-27 01:19:50 PM",,Encyclopedias,,,Yes,,,,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5088384,"Encyclopedia of American Studies","The Encyclopedia of American Studies brings together a wide range of disciplines related to the history and cultures of the United States, from pre-colonial days to the present. It features broad, synthetic articles covering areas such as history, literature, art, photography, film, architecture, urban studies, ethnicity, race, gender, economics, politics, wars, consumer culture, and global America. With over 800 online, searchable articles and bibliographies, the Encyclopedia of American Studies provides an integrated approach to problems, themes, and issues that cut across disciplinary lines.",https://eas-ref.press.jhu.edu/index.html,"2014-09-18 12:04:30 PM",,Encyclopedias,,,No,,"English Language & Literature, History",,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589285,"Encyclopedia of Arabic Language and Linguistics","Encyclopedia of Arabic Language and Linguistics Online comprehensively covers all aspects of Arabic languages and linguistics and deals with all levels of the language (pre-Classical Arabic, Classical Arabic, Modern Standard Arabic, Arabic vernaculars, mixed varieties of Arabic). This unique collaboration of over a hundred scholars from around the world represents different schools and approaches.",https://referenceworks.brillonline.com/browse/encyclopedia-of-arabic-language-and-linguistics,"2014-06-09 05:28:26 PM",,Encyclopedias,,,Yes,,"Islamic Civilization & Societies, Linguistics, Slavic and Eastern Languages and Literatures",,,5,No,No,No,,Yes,,"Bogdanovsky, Nina",OFF
21558749,"Encyclopedia of Associations: International Organizations 55th Edition","This reference covers multinational, national and international membership organizations in more than 190 countries of the world, from Afghanistan to Zimbabwe - including U.S.-based organizations with a bi-national or multinational membership.",https://go.gale.com/ps/i.do?p=GDL&sw=w&u=mlin_m_bostcoll&v=2.1&it=aboutBook&id=GALE%7C5UXS&sid=GDL,"2016-05-16 10:57:28 AM",Gale,,,,No,,Reference,,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
21558730,"Encyclopedia of Associations: National Organizations of the U.S. 55th Edition","Encyclopedia of Associations: National Organizations of the U.S. is a comprehensive source of detailed information concerning nonprofit American membership organizations of national scope in categories such as trade, business and commercial; legal, governmental, public administration and military; cultural; educational; veterans, hereditary and patriotic; athletic and sports; fan clubs and more.",https://go.gale.com/ps/i.do?p=GDL&sw=w&u=mlin_m_bostcoll&v=2.1&it=aboutBook&id=GALE%7C5UXT&sid=GDL,"2016-05-16 10:56:47 AM",Gale,,,,No,,Reference,,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589052,"Encyclopedia of Communication Theory","This encyclopedia covers the elements, concepts, and traditions of a wide range of theories related to different aspects of communication. Individual theorists are listed separately with reference to the entries in which their work is discussed.",https://sk.sagepub.com/reference/communicationtheory,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,Communication,,,2,No,No,No,,Yes,,"Homzie, Leslie",OFF
11453615,"Encyclopedia of Condensed Matter Physics","Coverage of key topics in the field of condensed matter physics, providing historical background to major areas, as well as detailed references to further reading resources",https://www.sciencedirect.com/science/referenceworks/9780123694010,"2015-05-28 04:34:20 PM",Elsevier,Encyclopedias,,,Yes,,Physics,,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5087620,"Encyclopedia of Geobiology","Encyclopedia offering interdisciplinary coverage of topics and methods in geobiology.",https://link.springer.com/referencework/10.1007/978-1-4020-9212-1,"2014-09-18 11:37:32 AM",,Encyclopedias,,,Yes,,"Biology, Earth & Environmental Sciences",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5087542,"Encyclopedia of Gerontology","This two-volume work features detailed articles on the interdisciplinary aspects of aging. It includes entries on the medical, social, and psychological issues that impact adults as they age.",https://www.sciencedirect.com/science/referenceworks/9780123708700,"2014-09-18 11:29:42 AM",,Encyclopedias,,,Yes,,"Social Work",,,0,No,No,No,,Yes,,"Williams, Adam",OFF
40951125,"Encyclopedia of Global Human Migration","Encyclopedia of Global Human Migration",https://onlinelibrary.wiley.com/book/10.1002/9781444351071,"2018-03-19 12:00:21 PM",Wiley,,,,Yes,,"International Studies, Political Science & Government, Sociology & Anthropology, Theology",,,1,No,No,No,,Yes,"TMLM  THM","Strauber, Chris",OFF
1589055,"Encyclopedia of Human Relationships","Drawing on the disciplines of psychology, sociology, communication, family studies, anthropology, physiology, neuroscience, history, economics, and legal studies, this encyclopedia provides an overview of theories, concepts, and empirical findings about human relationships of all kinds.",http://sk.sagepub.com/reference/humanrelationships,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,Communication,,,5,No,No,No,,Yes,,"Williams, Adam",OFF
32469065,"Encyclopedia of Hydrological Sciences","In-depth background material on hydrology and related areas, including: meteorology and climatology, remote sensing, soils, erosion and sedimentation, ecological interactions, runoff modelling, groundwater, global issues, etc.",https://onlinelibrary.wiley.com/book/10.1002/0470848944,"2017-05-30 01:23:10 PM",Wiley,Encyclopedias,,,Yes,,"Earth & Environmental Sciences, Environmental Studies",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5078807,"Encyclopedia of Jews in the Islamic World","Unique resource on the Jews of Muslim lands particularly in the late medieval, early modern and modern periods.",https://referenceworks.brillonline.com/browse/encyclopedia-of-jews-in-the-islamic-world,"2014-09-17 03:47:10 PM",,Encyclopedias,,,Yes,,"History, Islamic Civilization & Societies, Jewish Studies",,,3,No,No,No,,Yes,,"Bogdanovsky, Nina",OFF
1589054,"Encyclopedia of Journalism","This encyclopedia provides a comprehensive analysis of all aspects of present-day journalism, including trends, issues, concepts, institutions, media outlets, technological changes, legal and ethical issues, ownership and industry economics, and the audiences for news. The emphasis is on American media and practice, but also includes entries on journalism in other countries.",https://sk.sagepub.com/reference/journalism,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,Communication,,,0,No,No,No,,Yes,,"Homzie, Leslie",OFF
29924238,"Encyclopedia of Judaism","Comprehensive systematic presentation of the current state of scholarship on fundamental issues of Judaism, both past and present. While heavy emphasis is placed on the classical literature of Judaism and its history, it also includes principal entries on circumcision, genetic engineering, homosexuality, intermarriage in American Judaism, and other acutely contemporary issues.",https://referenceworks.brillonline.com/browse/encyclopaedia-of-judaism,"2017-03-03 07:17:36 AM",Brill,Reference,,,Yes,,"Jewish Studies, Theology",,,2,No,No,No,,Yes,,"Bogdanovsky, Nina",OFF
17909039,"Encyclopedia of Law and Religion","The Encyclopedia of Law and Religion covers all independent nations and jurisdictions as well as the major international organizations, treating the relation between law and religion in its various aspects, including those related to the role of religion in society, the relations between religion and state institutions, freedom of religion, legal aspects of religious traditions, the interaction between law and religion, and other issues at the junction of law, religion, and state.",https://referenceworks.brillonline.com/browse/encyclopedia-of-law-and-religion,"2015-12-07 10:49:35 AM",Brill,Reference;Encyclopedias,,,Yes,,"Law, Political Science & Government, Theology",,,5,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589288,"Encyclopedia of Life Sciences","Authoritative, introductory to advanced level articles in all areas of the life sciences, including cell and molecular biology, genetics, structural biology, biochemistry, developmental biology, ecology, evolution, neuroscience, science in society and others. Special &quot;keynote&quot; articles provide coverage of controversial topics.",https://onlinelibrary.wiley.com/doi/book/10.1002/047001590X,"2014-06-09 05:29:19 PM",,Encyclopedias,,,Yes,,"Biology, Environmental Studies",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
32469098,"Encyclopedia of Molecular Biology","Encyclopedia for background information in the field of molecular biology.",https://onlinelibrary.wiley.com/book/10.1002/047120918X,"2017-05-30 01:24:46 PM",Wiley,Encyclopedias,,,Yes,,Biology,,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
17728873,"Encyclopedia of Natural Resources","Reference work with hundreds of authoritative articles on topics in natural resources.",https://proxy.bc.edu/login?url=https://www.tandfonline.com/action/doSearch?AllField=Encyclopedia+of+Natural+Resources&content=title&target=titleSearch,"2015-11-30 01:30:58 PM",,Reference,,,No,,"Earth & Environmental Sciences, Environmental Studies",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589289,"Encyclopedia of Ocean Sciences 2nd edition","A comprehensive reference work covering the biological, geological, chemical and physical aspects of ocean sciences, along with the environmental sciences and marine policy. 2nd edition. 2008.",https://www.sciencedirect.com/science/referenceworks/9780123744739,"2014-06-09 05:29:36 PM",Elsevier,Encyclopedias,,,Yes,,"Biology, Earth & Environmental Sciences",,,0,No,No,No,,Yes,BIP,"LibApps, Asset Manager",OFF
48242606,"Encyclopedia of Ocean Sciences 3rd edition","A comprehensive reference work covering the biological, geological, chemical and physical aspects of ocean sciences, along with the environmental sciences and marine policy. 3rd edition. 2019.",https://www.sciencedirect.com/science/referenceworks/9780128130827,"2019-05-13 02:47:54 PM",Elsevier,Encyclopedias,,,Yes,,"Biology, Earth & Environmental Sciences, Environmental Studies",,,0,No,No,No,,Yes,BIP,"LibApps, Asset Manager",OFF
5087626,"Encyclopedia of Paleoclimatology and Ancient Environments","Articles on all major facets of paleoclimatological study including stratigraphy, geomorphology, glaciology, paleoecology, paleobotany to geochemistry and geophysics.",https://link.springer.com/referencework/10.1007/978-1-4020-4411-3,"2014-09-18 11:37:48 AM",,Encyclopedias,,,Yes,,"Earth & Environmental Sciences, Environmental Studies",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
41256141,"Encyclopedia of Religion","The second edition of a standard reference in the field. Presents a cross-cultural approach that emphasizes religion's role within everyday life and as a unique experience from culture to culture.",https://go.gale.com/ps/i.do?p=GVRL&sw=w&u=mlin_m_bostcoll&v=2.1&it=etoc&id=GALE%7C9780028659978&sid=bookmark-GVRL,"2018-04-05 08:49:11 AM",Gale,,,,Yes,,Theology,,,10,No,No,No,,Yes,THP,"Strauber, Chris",OFF
1589056,"Encyclopedia of Rhetoric","This comprehensive survey combines theory, history, and practice with a special emphasis on public speaking, performance, and communication. Entries are written by scholars in classical studies, philosophy, literature, literary theory, cultural studies, speech, and communication.",https://www.oxfordreference.com/view/10.1093/acref/9780195125955.001.0001/acref-9780195125955,"2011-01-06 11:20:02 AM",,Encyclopedias,,,Yes,,Communication,,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5078812,"Encyclopedia of Semiotics","Comprehensive reference guide to concepts in semiotics, sign theory, and cultural studies. Three hundred entries by leading scholars in a variety of fields  from anthropology and literary theory to linguistics and philosophy  survey the study of signs and symbols in human culture. These articles cover key concepts, theories, theorists, schools of thought, and issues in communications, cognition, and cultural theory.",https://www.oxfordreference.com/views/BOOK_SEARCH.html?book=t249,"2014-09-17 03:47:20 PM",,Encyclopedias,,,Yes,,"English Language & Literature, Linguistics, Philosophy, Sociology & Anthropology",,,0,No,No,No,,Yes,,"Bogdanovsky, Nina",OFF
79934464,"Encyclopedia of Slavic Languages and Linguistics","Comprehensive reference work on Slavic languages, provides authoritative treatment of all important aspects of the Slavic language family from its Indo-European origins to the present day, as well as consideration of the interaction of Slavic with other languages.",https://referenceworks.brill.com/display/db/eslo,"2025-02-21 10:25:19 AM",Brill,,,,Yes,,Linguistics,,,0,No,No,No,,No,SLM,"Bogdanovsky, Nina",OFF
20790645,"Encyclopedia of the Bible and its Reception","Comprehensive guide to the current state of knowledge on the background, origins, and development of the canonical texts of the Bible as they were accepted in Judaism and Christianity.",https://www.degruyter.com/databasecontent?dbid=ebr&dbsource=%2Fdb%2Febr,"2016-04-11 11:15:03 AM",,,,,Yes,,"Jewish Studies, Theology",,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5243344,"Encyclopedia of the Neo-Latin World","This reference work traces the history and cultural influence of Neo-Latin, the form of Latin that originated in the Italian Renaissance and persists to the modern era. Featuring original contributions by international scholars, it explores a range of subjects from literature and law to philosophy and the sciences.",https://referenceworks.brillonline.com/browse/encyclopaedia-of-the-neo-latin-world,"2014-09-30 04:20:03 PM",Brill,Encyclopedias,,,Yes,,"History, Philosophy, Theology",,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
21116578,"Encyclopedia of Transitional Justice","This reference work provides information about regime changes in Latin America after the 1970s, the collapse of the European and Soviet communist regimes in 1989 and 1991, and the Arab revolutions of 2011, among others. The encyclopedia entries on transitional justice institutions and organizations and on transitional justice methods, processes, and practices.",https://www.cambridge.org/core/books/encyclopedia-of-transitional-justice/3B29452FCC780067A352DFBE6CC4C2CB,"2016-04-25 10:20:52 AM",,,,,Yes,,"History, Law, Political Science & Government",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5079309,"Encyclopedia of U.S. Economic History","Economic perspectives on historical events such as abolition, prohibition, and world wars, including era overviews, event/movement profiles, biographies, and business/industry historical profiles.",https://link.gale.com/apps/GVRL.eb01?u=mlin_m_bostcoll,"2014-09-17 04:03:28 PM",Gale,Encyclopedias,,,No,,"Economics, History",,,1,No,No,No,,Yes,"FREE ACCESS from MBLC ended June 30, 2017","Libraries, Boston College",OFF
11364744,"Encyclopedia of Women and Islamic Cultures","Interdisciplinary, trans-historical, and global project embracing women and Islamic cultures in every region where there have been significant Muslim populations. It aims to cover every topic for which there is significant research, examining these regions from the period just before the rise of Islam to the present.",https://referenceworks.brillonline.com/browse/encyclopedia-of-women-and-islamic-cultures,"2015-05-27 12:59:12 PM",Brill,Encyclopedias,,,Yes,,"Gender Studies, Islamic Civilization & Societies",,,3,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
58635459,"Endangered Archives Programme","The Endangered Archives Programme captures forgotten and still not written histories, often suppressed or marginalised. It gives voice to the voiceless: it opens a dialogue with global humanitys multiple pasts. It is a library of history still waiting to be written. It covers material from across the globe (ranging from Peru to Nigeria, Serbia, India, and further) with materials including medieval manuscripts to 20th century colonial government records and 1980s photographs.",https://eap.bl.uk/,"2020-11-16 04:08:44 PM",,,,,No,,"African & African Diaspora Studies, History, Islamic Civilization & Societies, Latin American Studies, Law, Political Science & Government",,,1,No,No,No,,No,"Free resource requested by B. Lehman","LibApps, Asset Manager",OFF
68810831,"Engineering workbench. Codes & standards","Access to specific industry standards.  
ISO standard access via Techstreet Enterprise transitioned to Engineering Workbench on November 11, 2024.
In search bar select Codes & Standards > Advanced Search > Filter to &quot;My Subscriptions&quot;
Contact your librarian to make a request if the item(s) you need are unavailable.
Library subscription does not include eBooks or Patent Intelligence.",https://ewb.ihs.com,"2022-09-28 01:18:52 PM",,,,"(previously via Techstreet)",Yes,,"Computer Science, Engineering",,,2,No,No,No,,No,EGP,"Kuhlman, Elizabeth",OFF
1589061,"English Drama","English Drama contains about 4,000 plays in verse and prose from the late thirteenth century to the early twentieth. It offers strong coverage of the dramatic literature of the Elizabethan and Jacobean periods, as well as Restoration plays, medieval morality plays and mystery cycles, and nineteenth-century closet dramas. In addition to works by major dramatists such as Ben Jonson, Aphra Behn, William Wycherley, Oliver Goldsmith, Richard Sheridan, Oscar Wilde and J. M. Synge, English Drama includes the dramatic writings of many more neglected writers long inaccessible in print form.",https://www.proquest.com/ed/advanced?accountid=9673,"2011-01-06 11:20:02 AM",,"E-book/Text collections;Primary sources",,"English Drama 1280-1915",No,,,,,3,No,No,No,,Yes,,"Runge, Steve",OFF
5079311,"English Historical Documents","Online version of the primary source British history documents multi-volume series. Over 5,500 documents from 500-1914 including American Colonial Documents.",https://www.englishhistoricaldocuments.com,"2014-09-17 04:03:33 PM","Taylor & Francis","Primary sources",,,Yes,,History,,,16,No,No,No,,No,HIP,"Scheopner, Erin Kate",OFF
5088386,"English Poetry","The collection contains over 160,000 poems, comprising a comprehensive canon of English poetry of the British Isles from the 8th century to around 1900. Drawn from nearly 4,500 printed sources, more than 1,250 poets are represented.",https://search.proquest.com/lion/docview/2343196558?accountid=9673,"2014-09-18 12:04:45 PM",,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
